cc_num,amount,merch_lat,merch_long,atm_id,freq_date,average_date,total_date,freq_merc,average_merc,total_merc,freq_type,average_type,total_type,average_id,total_id,class
1418215784,37.09,41.616428,-73.990982,34971772,2,66.515,133.03,2,53.425,106.85,37,59.31135135,2194.52,37.09,37.09,2
1384240036,1.35,42.254461,-73.273608,93111935,1,1.35,1.35,3,22.66666667,68,26,7.476153846,194.38,1.35,1.35,2
1343323037,44.07,42.28243,-73.61608,80582434,1,44.07,44.07,2,47.16,94.32,37,59.31135135,2194.52,44.07,44.07,2
1326841124,99.42,43.304383,-74.032186,36517763,1,99.42,99.42,1,99.42,99.42,18,35.66333333,641.94,99.42,99.42,2
1361038648,63.41,43.010237,-73.299832,21785733,1,63.41,63.41,3,55.6,166.8,37,59.31135135,2194.52,63.41,63.41,2
1441332520,5.24,42.699005,-72.427284,10887011,1,5.24,5.24,1,5.24,5.24,26,7.476153846,194.38,5.24,5.24,2
1336306772,30.39,42.590434,-73.55629,2689968,1,30.39,30.39,1,30.39,30.39,18,35.66333333,641.94,30.39,30.39,2
1350655522,85.95,42.992232,-72.8689,87223507,1,85.95,85.95,1,85.95,85.95,33,117.3560606,3872.75,85.95,85.95,2
1346960400,11.76,41.466125,-73.635191,16726987,1,11.76,11.76,2,49.795,99.59,22,51.115,1124.53,11.76,11.76,2
1381814691,6.81,41.890021,-73.375476,22286567,1,6.81,6.81,1,6.81,6.81,9,258.27,2324.43,6.81,6.81,2
1374333143,99.09,42.328575,-73.833343,72975213,1,99.09,99.09,1,99.09,99.09,33,117.3560606,3872.75,99.09,99.09,2
1370968873,7.37,42.154356,-72.928231,90476686,2,4.355,8.71,1,7.37,7.37,16,142.78375,2284.54,7.37,7.37,2
1377530780,100.07,43.006123,-73.316195,33599793,1,100.07,100.07,2,107.785,215.57,33,117.3560606,3872.75,100.07,100.07,2
1400688970,8.81,41.787685,-73.121794,73227526,2,31.845,63.69,2,19.74,39.48,19,64.60789474,1227.55,8.81,8.81,2
1406912023,6.42,42.410408,-74.070423,90875847,1,6.42,6.42,2,58.07,116.14,18,35.66333333,641.94,6.42,6.42,2
1403299413,58.47,41.608503,-72.916574,96382301,1,58.47,58.47,2,47.535,95.07,37,59.31135135,2194.52,58.47,58.47,2
1437675809,48.68,41.63993,-73.316375,41558393,1,48.68,48.68,2,46.455,92.91,37,59.31135135,2194.52,48.68,48.68,2
1446134042,87.52,42.614454,-72.433391,39364357,2,92.95,185.9,1,87.52,87.52,22,51.115,1124.53,87.52,87.52,2
1369896536,9.79,42.173775,-72.486885,71634883,1,9.79,9.79,4,5.7275,22.91,26,7.476153846,194.38,9.79,9.79,2
1433682555,117.76,42.980559,-73.700778,44167929,1,117.76,117.76,1,117.76,117.76,33,117.3560606,3872.75,117.76,117.76,2
1330632838,2.2,41.991908,-73.573132,5233762,1,2.2,2.2,1,2.2,2.2,22,51.115,1124.53,2.2,2.2,2
1373974691,6.53,42.439626,-72.844096,13504496,1,6.53,6.53,2,7.635,15.27,26,7.476153846,194.38,6.53,6.53,2
1434115545,135.12,42.52961,-73.074723,7004476,3,53.83666667,161.51,2,112.25,224.5,33,117.3560606,3872.75,135.12,135.12,2
1434559320,27.6,42.974122,-73.667952,68799373,1,27.6,27.6,1,27.6,27.6,18,57.02166667,1026.39,27.6,27.6,2
1415297962,28.03,43.200748,-72.512219,37085230,1,28.03,28.03,2,22.675,45.35,22,51.115,1124.53,28.03,28.03,2
1357486433,16.11,41.840357,-74.304288,42671145,1,16.11,16.11,1,16.11,16.11,10,26.72,267.2,16.11,16.11,2
1387480324,26.56,41.603964,-74.248231,29948673,2,16.43,32.86,1,26.56,26.56,19,64.60789474,1227.55,26.56,26.56,2
1347725276,23.29,43.154671,-72.807355,42517429,1,23.29,23.29,2,59.615,119.23,19,64.60789474,1227.55,23.29,23.29,2
1377363886,80.94,41.864387,-74.007616,86732116,4,58.1325,232.53,2,72.185,144.37,37,59.31135135,2194.52,80.94,80.94,2
1373100176,46.22,42.863981,-73.242715,67719013,2,31.77,63.54,2,25.18,50.36,23,46.81608696,1076.77,46.22,46.22,2
1433512925,2.36,42.916652,-73.457104,55021784,1,2.36,2.36,2,407.15,814.3,18,57.02166667,1026.39,2.36,2.36,2
1384030023,8.99,43.273204,-74.237587,8940841,1,8.99,8.99,1,8.99,8.99,18,57.02166667,1026.39,8.99,8.99,2
1435827274,1.67,42.641434,-73.438387,12492039,1,1.67,1.67,1,1.67,1.67,26,7.476153846,194.38,1.67,1.67,2
1353619275,109.72,41.870242,-72.91986,93752169,2,56.73,113.46,2,58.07,116.14,33,117.3560606,3872.75,109.72,109.72,2
1447715132,69.76,42.277106,-73.957077,94767322,1,69.76,69.76,2,53.425,106.85,37,59.31135135,2194.52,69.76,69.76,2
1440617447,98.84,41.49033,-72.687617,98834198,1,98.84,98.84,3,78.94,236.82,37,59.31135135,2194.52,98.84,98.84,2
1355057078,53.49,42.639671,-74.185898,69384462,1,53.49,53.49,1,53.49,53.49,37,59.31135135,2194.52,53.49,53.49,2
1434089068,21.85,43.210807,-73.777588,37071158,3,53.83666667,161.51,1,21.85,21.85,9,50.58222222,455.24,21.85,21.85,2
1371489602,116.36,42.414564,-72.581951,512916,1,116.36,116.36,1,116.36,116.36,16,142.78375,2284.54,116.36,116.36,2
1385080660,4.75,42.037462,-74.22945,49668902,2,33.585,67.17,1,4.75,4.75,23,46.81608696,1076.77,4.75,4.75,2
1434138849,4.54,42.043592,-73.207941,13527631,3,53.83666667,161.51,1,4.54,4.54,18,57.02166667,1026.39,4.54,4.54,2
1396192174,98.65,42.364902,-73.218646,25905489,1,98.65,98.65,2,76.335,152.67,37,59.31135135,2194.52,98.65,98.65,2
1340378545,26.77,42.752751,-73.038114,70198546,1,26.77,26.77,1,26.77,26.77,19,64.60789474,1227.55,26.77,26.77,2
1338907722,94.59,42.267018,-74.205861,16379237,1,94.59,94.59,1,94.59,94.59,19,64.60789474,1227.55,94.59,94.59,2
1426639950,99.28,41.541077,-73.391122,55112628,1,99.28,99.28,1,99.28,99.28,23,46.81608696,1076.77,99.28,99.28,2
1328960384,58.76,42.221824,-73.206164,50219919,1,58.76,58.76,1,58.76,58.76,9,258.27,2324.43,58.76,58.76,2
1327960115,15.78,42.091745,-73.057553,65470992,1,15.78,15.78,1,15.78,15.78,10,26.72,267.2,15.78,15.78,2
1355265538,121.79,42.816565,-72.432411,48069823,1,121.79,121.79,1,121.79,121.79,33,117.3560606,3872.75,121.79,121.79,2
1406209993,10.88,41.720653,-73.1887,23240483,1,10.88,10.88,1,10.88,10.88,18,57.02166667,1026.39,10.88,10.88,2
1345324067,8.66,42.116714,-73.289536,58545836,1,8.66,8.66,1,8.66,8.66,19,64.60789474,1227.55,8.66,8.66,2
1402743656,91.96,42.601251,-73.067237,74775408,1,91.96,91.96,1,91.96,91.96,9,50.58222222,455.24,91.96,91.96,2
1421965558,8.31,41.863814,-74.322413,10436493,1,8.31,8.31,1,8.31,8.31,18,57.02166667,1026.39,8.31,8.31,2
1408183911,32.03,43.08746,-73.713976,67293117,1,32.03,32.03,1,32.03,32.03,23,46.81608696,1076.77,32.03,32.03,2
1407023298,100.96,42.16746,-73.721846,60904263,1,100.96,100.96,1,100.96,100.96,18,35.66333333,641.94,100.96,100.96,2
1354454225,2.94,41.60745,-73.045098,25403244,2,32.635,65.27,1,2.94,2.94,18,57.02166667,1026.39,2.94,2.94,2
1429023401,145.28,43.366855,-74.236973,29540693,1,145.28,145.28,1,145.28,145.28,19,64.60789474,1227.55,145.28,145.28,2
1412825076,28.57,42.239345,-73.107861,34889282,1,28.57,28.57,1,28.57,28.57,23,46.81608696,1076.77,28.57,28.57,2
1419277028,3.47,41.71266,-72.976854,61953390,1,3.47,3.47,2,6.585,13.17,16,142.78375,2284.54,3.47,3.47,2
1333827723,42.78,42.491071,-73.32582,74158591,1,42.78,42.78,2,46.99,93.98,37,59.31135135,2194.52,42.78,42.78,2
1425925441,9.11,42.729151,-72.433891,46922014,1,9.11,9.11,1,9.11,9.11,18,57.02166667,1026.39,9.11,9.11,2
1422737069,9.8,41.715837,-73.36898,48865135,1,9.8,9.8,3,8.343333333,25.03,16,142.78375,2284.54,9.8,9.8,2
1373124198,17.32,42.368082,-73.095756,98829798,2,31.77,63.54,2,22.675,45.35,22,51.115,1124.53,17.32,17.32,2
1395537024,1.92,43.02595,-74.230942,47424463,1,1.92,1.92,1,1.92,1.92,26,7.476153846,194.38,1.92,1.92,2
1387536144,25.49,43.286473,-72.717798,99880033,1,25.49,25.49,2,44.875,89.75,23,46.81608696,1076.77,25.49,25.49,2
1365189090,30.51,42.251873,-72.524118,6720889,1,30.51,30.51,2,17.125,34.25,18,57.02166667,1026.39,30.51,30.51,2
1341790479,133.65,42.935164,-72.600833,65433812,1,133.65,133.65,2,115.79,231.58,33,117.3560606,3872.75,133.65,133.65,2
1373837069,89.38,43.281325,-73.930072,75576844,1,89.38,89.38,2,112.25,224.5,33,117.3560606,3872.75,89.38,89.38,2
1435185609,100.58,43.264634,-74.250566,65517512,1,100.58,100.58,1,100.58,100.58,22,51.115,1124.53,100.58,100.58,2
1405259227,42.25,43.260229,-73.165857,83060878,1,42.25,42.25,1,42.25,42.25,37,59.31135135,2194.52,42.25,42.25,2
1382945828,25.78,41.613821,-72.473345,54553538,1,25.78,25.78,1,25.78,25.78,5,44.708,223.54,25.78,25.78,2
1450524827,4.7,42.502162,-73.362278,47077706,1,4.7,4.7,1,4.7,4.7,9,258.27,2324.43,4.7,4.7,2
1428125182,18.09,43.251497,-74.155068,12414871,1,18.09,18.09,1,18.09,18.09,23,46.81608696,1076.77,18.09,18.09,2
1359092239,1.5,43.220794,-72.876689,77532886,2,3.015,6.03,1,1.5,1.5,26,7.476153846,194.38,1.5,1.5,2
1402999250,85.22,43.308331,-73.153761,78239531,1,85.22,85.22,2,63.68,127.36,23,46.81608696,1076.77,85.22,85.22,2
1434933077,1.76,42.954399,-72.729992,58306512,1,1.76,1.76,3,22.66666667,68,26,7.476153846,194.38,1.76,1.76,2
1391187346,44.23,42.340543,-72.507724,32528268,1,44.23,44.23,2,46.455,92.91,37,59.31135135,2194.52,44.23,44.23,2
1410032693,73.88,42.95876,-73.233822,27722381,1,73.88,73.88,1,73.88,73.88,37,59.31135135,2194.52,73.88,73.88,2
1441695346,6.64,41.967599,-74.175804,86367097,1,6.64,6.64,1,6.64,6.64,26,7.476153846,194.38,6.64,6.64,2
1409469816,211.19,42.866903,-72.87926,41250068,1,211.19,211.19,1,211.19,211.19,9,258.27,2324.43,211.19,211.19,2
1356026579,55.78,43.272976,-72.963412,34099360,1,55.78,55.78,1,55.78,55.78,19,64.60789474,1227.55,55.78,55.78,2
1332006550,55.23,41.533605,-73.187472,90226311,1,55.23,55.23,2,77.635,155.27,22,51.115,1124.53,55.23,55.23,2
1386702651,31.86,43.214591,-73.895849,70032819,1,31.86,31.86,1,31.86,31.86,22,51.115,1124.53,31.86,31.86,2
1331583449,4.04,43.118681,-74.186659,77352514,1,4.04,4.04,1,4.04,4.04,19,64.60789474,1227.55,4.04,4.04,2
1366554006,9.18,42.131743,-73.040811,70406818,1,9.18,9.18,1,9.18,9.18,16,142.78375,2284.54,9.18,9.18,2
1350478022,36.6,41.919791,-72.733255,73417996,1,36.6,36.6,2,47.535,95.07,37,59.31135135,2194.52,36.6,36.6,2
1395333962,47.3,41.932142,-73.967625,42102168,1,47.3,47.3,1,47.3,47.3,10,26.72,267.2,47.3,47.3,2
1325957026,66.49,43.184244,-72.714317,98281619,1,66.49,66.49,2,59.915,119.83,37,59.31135135,2194.52,66.49,66.49,2
1418576653,1.12,43.293137,-72.642663,14421945,1,1.12,1.12,1,1.12,1.12,18,35.66333333,641.94,1.12,1.12,2
1449341322,34.18,41.513706,-74.208741,99579425,1,34.18,34.18,1,34.18,34.18,22,51.115,1124.53,34.18,34.18,2
1349026995,87.83,42.378759,-74.230818,94672015,1,87.83,87.83,2,49.795,99.59,22,51.115,1124.53,87.83,87.83,2
1338564461,14.77,42.18009,-72.651363,31153843,1,14.77,14.77,1,14.77,14.77,10,26.72,267.2,14.77,14.77,2
1412372445,4.44,41.972888,-72.615645,39744333,1,4.44,4.44,2,5.35,10.7,18,35.66333333,641.94,4.44,4.44,2
1380877255,8.74,41.624085,-73.316137,8570536,1,8.74,8.74,2,7.635,15.27,26,7.476153846,194.38,8.74,8.74,2
1408974083,36.95,41.88234,-73.72923,39921741,1,36.95,36.95,1,36.95,36.95,18,35.66333333,641.94,36.95,36.95,2
1449874444,5.07,42.183261,-73.915304,82539009,1,5.07,5.07,1,5.07,5.07,19,64.60789474,1227.55,5.07,5.07,2
1327771288,69.09,42.41669,-72.879129,71213866,1,69.09,69.09,1,69.09,69.09,33,117.3560606,3872.75,69.09,69.09,2
1377384294,28.65,42.152297,-73.675477,11147541,4,58.1325,232.53,1,28.65,28.65,18,57.02166667,1026.39,28.65,28.65,2
1449086368,79.33,41.665558,-73.513662,43178995,1,79.33,79.33,2,84.025,168.05,33,117.3560606,3872.75,79.33,79.33,2
1369301008,4.29,41.621951,-73.72396,86441735,1,4.29,4.29,1,4.29,4.29,26,7.476153846,194.38,4.29,4.29,2
1373715153,21.78,43.139649,-73.325521,24726238,1,21.78,21.78,3,11.35666667,34.07,26,7.476153846,194.38,21.78,21.78,2
1395665348,4.62,43.020355,-74.13724,31086431,1,4.62,4.62,1,4.62,4.62,18,35.66333333,641.94,4.62,4.62,2
1391038509,108.47,41.885048,-73.905188,13498009,1,108.47,108.47,1,108.47,108.47,33,117.3560606,3872.75,108.47,108.47,2
1361257081,75.93,41.728334,-73.382257,22461094,1,75.93,75.93,1,75.93,75.93,23,46.81608696,1076.77,75.93,75.93,2
1333377102,9.7,42.13418,-74.401411,34577905,1,9.7,9.7,2,6.585,13.17,16,142.78375,2284.54,9.7,9.7,2
1345673597,54.02,42.341065,-72.902434,54685758,1,54.02,54.02,2,76.335,152.67,37,59.31135135,2194.52,54.02,54.02,2
1326508656,64.89,43.28552,-73.173672,95939728,1,64.89,64.89,3,22.66666667,68,26,7.476153846,194.38,64.89,64.89,2
1407165549,1.95,43.394797,-74.181745,95724096,1,1.95,1.95,3,39.11666667,117.35,18,57.02166667,1026.39,1.95,1.95,2
1413137289,109.95,43.263368,-73.248814,13472146,1,109.95,109.95,2,109.105,218.21,33,117.3560606,3872.75,109.95,109.95,2
1384211009,8.21,42.541268,-73.334015,6645038,1,8.21,8.21,3,8.343333333,25.03,16,142.78375,2284.54,8.21,8.21,2
1433432994,32.94,41.682877,-72.907179,58237298,1,32.94,32.94,1,32.94,32.94,22,51.115,1124.53,32.94,32.94,2
1354452155,62.33,41.519591,-73.112076,93895095,2,32.635,65.27,3,55.6,166.8,37,59.31135135,2194.52,62.33,62.33,2
1371064759,9.33,42.446825,-73.383406,59198970,1,9.33,9.33,1,9.33,9.33,18,57.02166667,1026.39,9.33,9.33,2
1376723017,2.11,41.584158,-73.72173,21188381,2,4.185,8.37,1,2.11,2.11,26,7.476153846,194.38,2.11,2.11,2
1447804323,50.68,42.916956,-73.699836,44728717,1,50.68,50.68,2,59.535,119.07,37,59.31135135,2194.52,50.68,50.68,2
1439071089,51.2,42.745083,-73.854781,14227219,1,51.2,51.2,2,46.99,93.98,37,59.31135135,2194.52,51.2,51.2,2
1326280449,41.32,41.989576,-72.629171,18931662,1,41.32,41.32,3,39.11666667,117.35,23,46.81608696,1076.77,41.32,41.32,2
1420881021,25.57,43.212853,-74.345309,63739985,1,25.57,25.57,1,25.57,25.57,23,46.81608696,1076.77,25.57,25.57,2
1363543964,72.58,43.041751,-74.413383,87434644,1,72.58,72.58,2,61.23,122.46,37,59.31135135,2194.52,72.58,72.58,2
1361868575,471.84,42.434619,-73.335785,44588618,1,471.84,471.84,1,471.84,471.84,9,258.27,2324.43,471.84,471.84,2
1333319689,47.54,42.257368,-72.823184,26949192,1,47.54,47.54,2,56.54,113.08,37,59.31135135,2194.52,47.54,47.54,2
1441993286,62.92,42.896187,-74.219699,99415228,1,62.92,62.92,1,62.92,62.92,10,26.72,267.2,62.92,62.92,2
1356177948,65.54,43.067792,-73.158751,13010645,1,65.54,65.54,2,56.54,113.08,37,59.31135135,2194.52,65.54,65.54,2
1401593596,9.2,41.657212,-74.087664,18280289,1,9.2,9.2,3,11.35666667,34.07,26,7.476153846,194.38,9.2,9.2,2
1417268896,104.44,42.617307,-73.091659,66569206,1,104.44,104.44,2,88.6,177.2,33,117.3560606,3872.75,104.44,104.44,2
1360605940,3.23,42.995132,-74.292791,28392101,1,3.23,3.23,1,3.23,3.23,16,142.78375,2284.54,3.23,3.23,2
1377328778,59.94,43.148992,-74.35983,88234823,4,58.1325,232.53,1,59.94,59.94,23,46.81608696,1076.77,59.94,59.94,2
1389620773,8.16,41.519187,-72.476699,65209592,1,8.16,8.16,1,8.16,8.16,10,26.72,267.2,8.16,8.16,2
1434728013,115.5,42.020675,-73.91716,72193211,1,115.5,115.5,2,107.785,215.57,33,117.3560606,3872.75,115.5,115.5,2
1344639429,73.2,41.476844,-74.312216,35467489,1,73.2,73.2,1,73.2,73.2,33,117.3560606,3872.75,73.2,73.2,2
1353356633,39.16,42.356958,-73.39286,38269912,1,39.16,39.16,1,39.16,39.16,18,35.66333333,641.94,39.16,39.16,2
1370959429,1.34,42.532307,-73.312173,27356036,2,4.355,8.71,1,1.34,1.34,18,57.02166667,1026.39,1.34,1.34,2
1385923343,1.47,41.753631,-73.885122,30382107,1,1.47,1.47,2,1.255,2.51,18,35.66333333,641.94,1.47,1.47,2
1388185918,8.8,42.629508,-73.742873,30199590,1,8.8,8.8,1,8.8,8.8,18,57.02166667,1026.39,8.8,8.8,2
1356676460,3.78,41.85274,-74.10621,66286868,1,3.78,3.78,1,3.78,3.78,9,258.27,2324.43,3.78,3.78,2
1328649851,50.25,43.291965,-73.490861,54514065,1,50.25,50.25,2,47.16,94.32,37,59.31135135,2194.52,50.25,50.25,2
1435684182,1.77,42.454898,-73.639919,54226692,1,1.77,1.77,1,1.77,1.77,19,64.60789474,1227.55,1.77,1.77,2
1444605530,84.05,42.266637,-74.346778,43259328,1,84.05,84.05,3,78.94,236.82,37,59.31135135,2194.52,84.05,84.05,2
1362462799,5.95,42.548644,-72.712754,23157620,1,5.95,5.95,2,6.465,12.93,26,7.476153846,194.38,5.95,5.95,2
1430005924,7.02,42.413065,-73.812707,6431471,1,7.02,7.02,3,8.343333333,25.03,16,142.78375,2284.54,7.02,7.02,2
1409858099,130.09,42.652074,-74.234095,97874386,1,130.09,130.09,2,238.8,477.6,33,117.3560606,3872.75,130.09,130.09,2
1437174085,79.08,43.275732,-73.184085,71530734,1,79.08,79.08,1,79.08,79.08,37,59.31135135,2194.52,79.08,79.08,2
1363464992,181.05,41.866927,-72.601958,79572781,1,181.05,181.05,1,181.05,181.05,19,64.60789474,1227.55,181.05,181.05,2
1440338752,96.24,41.725848,-73.993331,2727226,1,96.24,96.24,1,96.24,96.24,33,117.3560606,3872.75,96.24,96.24,2
1390686850,4.74,41.684225,-72.668905,50202614,1,4.74,4.74,1,4.74,4.74,2,4.69,9.38,4.74,4.74,2
1355805917,64.26,43.188315,-73.439257,88008066,1,64.26,64.26,2,44.875,89.75,23,46.81608696,1076.77,64.26,64.26,2
1431438285,96.57,41.822596,-72.791473,50851904,1,96.57,96.57,2,221.61,443.22,33,117.3560606,3872.75,96.57,96.57,2
1393782095,48.62,42.289472,-74.333484,87552294,1,48.62,48.62,2,38.49,76.98,37,59.31135135,2194.52,48.62,48.62,2
1360337513,22.22,42.114866,-73.212171,64064017,1,22.22,22.22,2,36.83,73.66,22,51.115,1124.53,22.22,22.22,2
1339914316,3.09,41.77879,-72.721794,44607135,1,3.09,3.09,3,11.35666667,34.07,26,7.476153846,194.38,3.09,3.09,2
1387478156,6.3,42.008502,-74.025181,21515705,2,16.43,32.86,1,6.3,6.3,19,64.60789474,1227.55,6.3,6.3,2
1416662935,120.93,41.753106,-72.490949,54606111,1,120.93,120.93,1,120.93,120.93,33,117.3560606,3872.75,120.93,120.93,2
1401240892,115.69,42.242886,-72.56803,49794755,1,115.69,115.69,2,98.355,196.71,23,46.81608696,1076.77,115.69,115.69,2
1355783605,4.64,42.591281,-72.61452,67008247,1,4.64,4.64,1,4.64,4.64,2,4.69,9.38,4.64,4.64,2
1398523739,106.4,41.698376,-72.801593,41297117,1,106.4,106.4,1,106.4,106.4,22,51.115,1124.53,106.4,106.4,2
1375433990,4.14,41.4265,-73.759246,98041084,1,4.14,4.14,2,25.18,50.36,23,46.81608696,1076.77,4.14,4.14,2
1352583733,50.35,42.138533,-72.763253,42714439,1,50.35,50.35,1,50.35,50.35,18,57.02166667,1026.39,50.35,50.35,2
1345447021,74.08,42.130725,-72.680605,36943067,1,74.08,74.08,3,39.11666667,117.35,23,46.81608696,1076.77,74.08,74.08,2
1364597504,178.45,43.092298,-73.079275,14157998,1,178.45,178.45,1,178.45,178.45,19,64.60789474,1227.55,178.45,178.45,2
1446140435,98.38,43.276777,-73.53435,23994515,2,92.95,185.9,1,98.38,98.38,33,117.3560606,3872.75,98.38,98.38,2
1398796780,100.04,41.678932,-74.294523,46834164,1,100.04,100.04,2,77.635,155.27,22,51.115,1124.53,100.04,100.04,2
1397914909,1.04,42.906606,-74.040666,28609889,1,1.04,1.04,2,1.255,2.51,18,35.66333333,641.94,1.04,1.04,2
1388691009,5.05,42.761449,-72.790114,94545548,1,5.05,5.05,1,5.05,5.05,18,57.02166667,1026.39,5.05,5.05,2
1370120123,30.67,42.502172,-73.995192,61068032,1,30.67,30.67,2,19.74,39.48,19,64.60789474,1227.55,30.67,30.67,2
1348428088,71.44,41.528244,-72.518201,18833416,1,71.44,71.44,2,40.21,80.42,19,64.60789474,1227.55,71.44,71.44,2
1419861114,58,41.859232,-73.080717,34521410,1,58,58,1,58,58,10,26.72,267.2,58,58,2
1359153920,4.53,42.965003,-73.634129,13735845,2,3.015,6.03,1,4.53,4.53,16,142.78375,2284.54,4.53,4.53,2
1434589945,66.7,42.915367,-72.71864,72520789,1,66.7,66.7,1,66.7,66.7,5,44.708,223.54,66.7,66.7,2
1330013169,52.79,42.151957,-73.733691,24672009,1,52.79,52.79,2,58.75,117.5,37,59.31135135,2194.52,52.79,52.79,2
1385577998,78.06,42.424684,-74.053602,84595942,1,78.06,78.06,2,108.45,216.9,33,117.3560606,3872.75,78.06,78.06,2
1408642527,6.67,42.28324,-73.337937,63277302,1,6.67,6.67,1,6.67,6.67,16,142.78375,2284.54,6.67,6.67,2
1385150238,62.42,43.11895,-73.072428,75076986,2,33.585,67.17,1,62.42,62.42,33,117.3560606,3872.75,62.42,62.42,2
1353615200,3.74,41.977089,-72.636563,88299488,2,56.73,113.46,2,17.125,34.25,18,57.02166667,1026.39,3.74,3.74,2
1378471654,108.26,41.922082,-73.325566,38782954,2,86.485,172.97,2,109.105,218.21,33,117.3560606,3872.75,108.26,108.26,2
1346418470,144.95,42.074839,-73.856133,56164008,1,144.95,144.95,1,144.95,144.95,22,51.115,1124.53,144.95,144.95,2
1400852932,53.34,42.939483,-73.476707,22781864,1,53.34,53.34,2,59.915,119.83,37,59.31135135,2194.52,53.34,53.34,2
